id,Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
19008,Comedy Corner,Episode 100,106.84,Comedy,43.15,Monday,Night,56.19,1.0,Positive,73.32352
19009,Finance Focus,Episode 66,115.56,Business,75.2,Monday,Afternoon,90.2,2.0,Neutral,66.61926
19010,Global News,Episode 81,91.96,News,30.92,Thursday,Night,86.75,3.0,Neutral,42.12593
19011,Tune Time,Episode 25,6.44,Music,39.43,Tuesday,Night,79.12,0.0,Neutral,0.0
19012,Educational Nuggets,Episode 48,6.6,Education,67.19,Wednesday,Afternoon,,1.0,Negative,0.0
19013,Study Sessions,Episode 83,115.59,Education,78.53,Thursday,Morning,24.59,2.0,Positive,68.35
19014,Melody Mix,Episode 4,111.36,Music,29.5,Wednesday,Evening,78.96,1.0,Positive,63.74857
19015,Finance Focus,Episode 67,103.29,Business,68.49,Saturday,Morning,75.48,1.0,Positive,84.66707
19016,Tech Talks,Episode 61,20.16,Technology,26.51,Sunday,Afternoon,,2.0,Positive,11.00731
19017,Wellness Wave,Episode 12,27.42,Health,74.77,Wednesday,Night,18.96,2.0,Positive,15.28
19018,Comedy Corner,Episode 82,10.47,Comedy,56.76,Friday,Afternoon,,1.0,Negative,1.38313
19019,Detective Diaries,Episode 31,18.74,True Crime,20.17,Friday,Morning,76.03,0.0,Positive,14.48748
19020,Joke Junction,Episode 35,37.09,Comedy,47.56,Saturday,Evening,,0.0,Positive,26.50503
19021,Sports Weekly,Episode 65,,Sports,89.36,Thursday,Afternoon,93.97,1.0,Positive,16.53
19022,Sports Weekly,Episode 18,60.79,Sports,48.83,Thursday,Night,33.51,3.0,Positive,31.36035
19023,Gadget Geek,Episode 38,,Technology,22.35,Friday,Evening,65.97,0.0,Positive,25.79236
19024,World Watch,Episode 36,,News,91.71,Tuesday,Night,,3.0,Negative,46.0006
19025,Sports Central,Episode 71,108.63,Sports,67.34,Wednesday,Night,8.42,1.0,Negative,63.96
19026,Digital Digest,Episode 14,17.68,Technology,30.4,Friday,Afternoon,,0.0,Neutral,5.11334
19027,Sports Weekly,Episode 55,47.26,Sports,62.97,Saturday,Afternoon,,1.0,Neutral,35.30478
19028,Innovators,Episode 96,102.92,Technology,62.11,Wednesday,Evening,42.2,3.0,Negative,50.72345
19029,Tune Time,Episode 27,,Music,27.35,Monday,Evening,39.52,0.0,Negative,26.51162
19030,Educational Nuggets,Episode 75,113.68,Education,97.98,Tuesday,Evening,53.64,2.0,Positive,96.15
19031,Game Day,Episode 40,95.75,Sports,38.01,Wednesday,Afternoon,31.32,1.0,Negative,61.95049
19032,Tech Talks,Episode 57,,Technology,65.35,Wednesday,Morning,,0.0,Positive,65.61999
19033,Melody Mix,Episode 61,7.76,Music,78.01,Monday,Evening,36.63,2.0,Negative,5.18
19034,Criminal Minds,Episode 4,31.83,True Crime,85.82,Saturday,Afternoon,,1.0,Positive,11.73
19035,Current Affairs,Episode 86,83.33,News,40.46,Saturday,Afternoon,76.98,2.0,Neutral,46.68397
19036,Funny Folks,Episode 87,118.89,Comedy,77.06,Tuesday,Evening,91.23,2.0,Negative,92.98409
19037,Gadget Geek,Episode 98,44.98,Technology,26.67,Saturday,Evening,95.77,2.0,Negative,31.72
19038,Daily Digest,Episode 64,31.31,News,26.97,Sunday,Afternoon,,2.0,Negative,13.77
19039,Mind & Body,Episode 75,30.43,Health,94.84,Tuesday,Night,50.91,0.0,Positive,18.58758
19040,Gadget Geek,Episode 82,114.13,Technology,94.41,Saturday,Night,72.0,2.0,Neutral,110.97012
19041,Healthy Living,Episode 91,83.51,Health,46.45,Friday,Morning,15.19,1.0,Positive,64.83989
19042,Current Affairs,Episode 15,100.32,News,84.13,Saturday,Night,6.08,2.0,Negative,73.23036
19043,Humor Hub,Episode 80,,Comedy,24.33,Friday,Morning,91.1,2.0,Positive,68.56873
19044,Music Matters,Episode 99,114.4,Music,35.84,Monday,Morning,6.18,1.0,Neutral,92.81776
19045,Detective Diaries,Episode 52,102.85,True Crime,82.14,Sunday,Evening,69.97,3.0,Negative,53.61326
19046,Laugh Line,Episode 57,61.67,Comedy,20.24,Friday,Evening,,3.0,Neutral,47.33183
19047,Mind & Body,Episode 38,110.18,Health,79.04,Sunday,Morning,17.19,0.0,Positive,98.1883
19048,Sport Spot,Episode 53,57.39,Sports,66.41,Tuesday,Night,22.74,3.0,Negative,40.90793
19049,Life Lessons,Episode 6,31.69,Lifestyle,63.39,Tuesday,Morning,34.3,0.0,Negative,9.76
19050,Athlete's Arena,Episode 9,97.17,Sports,88.84,Wednesday,Night,,3.0,Positive,57.82346
19051,Comedy Corner,Episode 4,11.9,Comedy,65.29,Monday,Night,86.51,3.0,Negative,8.08616
19052,Business Insights,Episode 47,61.41,Business,45.41,Sunday,Afternoon,91.41,1.0,Neutral,26.94662
19053,Criminal Minds,Episode 51,23.74,True Crime,36.74,Wednesday,Night,86.39,1.0,Negative,12.09325
19054,Lifestyle Lounge,Episode 22,59.4,Lifestyle,44.69,Wednesday,Morning,,0.0,Neutral,48.00293
19055,Finance Focus,Episode 12,86.47,Business,86.27,Monday,Night,98.42,1.0,Positive,66.60654
19056,Tune Time,Episode 97,52.52,Music,20.37,Wednesday,Evening,46.81,0.0,Positive,29.58054
19057,Criminal Minds,Episode 62,52.2,True Crime,49.25,Thursday,Afternoon,41.6,2.0,Negative,38.09448
19058,Detective Diaries,Episode 26,27.13,True Crime,66.17,Thursday,Evening,,2.0,Positive,13.77022
19059,Innovators,Episode 63,102.13,Technology,60.47,Wednesday,Afternoon,9.9,0.0,Neutral,62.82233
19060,Fashion Forward,Episode 7,15.53,Lifestyle,93.11,Tuesday,Morning,55.09,0.0,Positive,9.18642
19061,Educational Nuggets,Episode 12,,Education,35.41,Monday,Evening,35.07,2.0,Negative,78.24005
19062,Humor Hub,Episode 6,,Comedy,74.41,Saturday,Evening,,2.0,Positive,72.08451
19063,Daily Digest,Episode 90,51.82,News,51.33,Saturday,Morning,9.52,1.0,Neutral,31.8258
19064,Tech Talks,Episode 4,10.95,Technology,86.75,Monday,Night,8.79,3.0,Positive,10.16037
19065,Humor Hub,Episode 58,82.32,Comedy,99.44,Friday,Morning,2.99,1.0,Neutral,57.93008
19066,Healthy Living,Episode 71,106.06,Health,61.3,Thursday,Evening,93.16,3.0,Positive,69.95304
19067,True Crime Stories,Episode 46,93.0,True Crime,55.05,Tuesday,Evening,36.83,3.0,Neutral,60.00246
19068,Sports Weekly,Episode 24,30.36,Sports,33.54,Wednesday,Afternoon,1.68,1.0,Negative,21.36
19069,Joke Junction,Episode 67,97.41,Comedy,85.47,Saturday,Evening,74.93,3.0,Negative,66.63711
19070,World Watch,Episode 46,108.6,News,35.58,Sunday,Evening,57.01,3.0,Positive,62.78125
19071,Daily Digest,Episode 74,10.69,News,78.34,Sunday,Evening,34.44,0.0,Negative,5.38321
19072,Style Guide,Episode 71,111.39,Lifestyle,61.57,Sunday,Night,89.74,3.0,Negative,52.01
19073,Mind & Body,Episode 91,44.02,Health,45.29,Friday,Night,99.08,3.0,Neutral,31.74361
19074,Fashion Forward,Episode 84,77.32,Lifestyle,60.26,Sunday,Evening,51.39,1.0,Neutral,43.56773
19075,Music Matters,Episode 66,,Music,76.36,Friday,Morning,70.89,2.0,Positive,49.58669
19076,Daily Digest,Episode 7,23.3,News,25.57,Wednesday,Morning,,0.0,Neutral,14.2514
19077,Tune Time,Episode 80,95.61,Music,43.39,Saturday,Afternoon,87.81,1.0,Positive,85.08619
19078,Fitness First,Episode 24,,Health,54.43,Friday,Night,67.4,3.0,Positive,79.26
19079,Study Sessions,Episode 67,25.69,Education,63.57,Saturday,Evening,13.73,2.0,Negative,10.73
19080,Sound Waves,Episode 4,7.97,Music,29.03,Saturday,Evening,43.56,1.0,Positive,0.0
19081,Humor Hub,Episode 41,31.68,Comedy,34.83,Wednesday,Evening,86.81,0.0,Positive,27.42424
19082,Fashion Forward,Episode 23,90.59,Lifestyle,47.72,Sunday,Evening,7.94,1.0,Neutral,70.86578
19083,Finance Focus,Episode 37,72.73,Business,39.88,Saturday,Night,34.74,1.0,Neutral,55.24626
19084,Laugh Line,Episode 40,34.95,Comedy,46.51,Friday,Night,24.0,0.0,Neutral,19.54847
19085,Melody Mix,Episode 91,34.86,Music,29.63,Tuesday,Evening,71.04,3.0,Negative,30.64144
19086,Melody Mix,Episode 76,60.36,Music,65.24,Friday,Morning,74.39,0.0,Neutral,50.3732
19087,Sound Waves,Episode 77,109.83,Music,27.21,Friday,Night,46.72,0.0,Positive,64.37026
19088,Sports Weekly,Episode 36,,Sports,20.34,Friday,Afternoon,,2.0,Positive,17.36
19089,Fitness First,Episode 47,64.0,Health,89.06,Tuesday,Night,90.98,0.0,Negative,56.44995
19090,Finance Focus,Episode 71,52.72,Business,45.53,Sunday,Night,15.41,2.0,Negative,35.65393
19091,News Roundup,Episode 88,,News,33.92,Tuesday,Afternoon,,1.0,Neutral,31.34664
19092,Style Guide,Episode 55,62.24,Lifestyle,45.47,Sunday,Morning,81.29,3.0,Negative,50.28574
19093,Finance Focus,Episode 56,105.97,News,44.27,Friday,Afternoon,98.01,2.0,Neutral,72.92327
19094,Music Matters,Episode 52,37.53,Music,27.46,Wednesday,Afternoon,22.22,0.0,Positive,29.29024
19095,Crime Chronicles,Episode 64,62.05,True Crime,39.69,Monday,Night,94.71,2.0,Neutral,49.37241
19096,Fashion Forward,Episode 5,109.85,Lifestyle,46.86,Friday,Morning,,3.0,Positive,61.32623
19097,Fitness First,Episode 27,31.46,Health,32.45,Wednesday,Afternoon,44.87,2.0,Neutral,20.63115
19098,Brain Boost,Episode 55,39.47,Education,75.67,Monday,Night,19.81,0.0,Negative,29.9
19099,Mind & Body,Episode 5,70.91,Health,68.98,Tuesday,Morning,,3.0,Positive,47.91
19100,Style Guide,Episode 41,,Lifestyle,34.96,Monday,Afternoon,6.08,2.0,Neutral,52.54942
19101,Educational Nuggets,Episode 40,,Education,77.54,Thursday,Night,,1.0,Neutral,54.97458
19102,Wellness Wave,Episode 49,6.63,Health,21.19,Wednesday,Night,24.3,3.0,Positive,6.06596
19103,Educational Nuggets,Episode 95,,Education,53.49,Wednesday,Night,89.9,2.0,Positive,62.8379
19104,Business Insights,Episode 45,75.86,Business,48.01,Wednesday,Afternoon,62.77,1.0,Positive,61.91641
19105,Global News,Episode 7,114.7,News,39.96,Tuesday,Evening,83.95,0.0,Negative,71.04952
19106,Study Sessions,Episode 62,100.31,Education,37.43,Monday,Evening,66.11,0.0,Neutral,67.5306
19107,Brain Boost,Episode 49,12.48,Education,54.64,Tuesday,Afternoon,85.47,1.0,Neutral,1.90667
19108,Brain Boost,Episode 16,11.79,Education,89.77,Thursday,Morning,56.95,2.0,Neutral,4.20951
19109,Finance Focus,Episode 34,98.94,Business,45.79,Sunday,Morning,,3.0,Negative,47.41664
19110,Current Affairs,Episode 31,113.4,News,27.4,Thursday,Night,4.49,3.0,Negative,73.59432
19111,Lifestyle Lounge,Episode 15,102.79,Lifestyle,79.42,Saturday,Evening,,3.0,Neutral,66.00996
19112,Tech Trends,Episode 29,100.87,Technology,52.66,Saturday,Afternoon,,2.0,Negative,63.57352
19113,Current Affairs,Episode 10,57.59,News,43.99,Wednesday,Afternoon,80.68,1.0,Negative,39.49125
19114,Mystery Matters,Episode 100,92.55,True Crime,77.16,Sunday,Afternoon,39.69,2.0,Positive,53.26373
19115,Sports Weekly,Episode 99,105.18,Sports,24.69,Monday,Morning,24.81,0.0,Neutral,75.97
19116,Business Briefs,Episode 34,102.85,Business,60.47,Wednesday,Afternoon,50.66,1.0,Neutral,57.28897
19117,Crime Chronicles,Episode 45,57.97,True Crime,51.73,Monday,Evening,14.34,1.0,Positive,44.34184
19118,Innovators,Episode 59,43.22,Technology,63.97,Tuesday,Night,27.66,2.0,Negative,25.15403
19119,Criminal Minds,Episode 69,63.02,True Crime,71.22,Thursday,Night,94.12,1.0,Negative,45.88698
19120,Mind & Body,Episode 11,118.51,Health,81.2,Sunday,Morning,,3.0,Neutral,85.2704
19121,Funny Folks,Episode 23,20.74,Comedy,98.58,Monday,Afternoon,0.69,3.0,Neutral,16.21495
19122,Fashion Forward,Episode 36,44.33,Lifestyle,22.47,Saturday,Morning,50.6,3.0,Neutral,27.83
19123,Crime Chronicles,Episode 55,43.83,True Crime,32.27,Sunday,Evening,10.33,0.0,Positive,39.48862
19124,Money Matters,Episode 64,17.92,Business,60.2,Saturday,Afternoon,15.99,1.0,Neutral,13.34151
19125,True Crime Stories,Episode 28,100.32,True Crime,51.35,Saturday,Night,12.23,0.0,Negative,65.04234
19126,Tune Time,Episode 4,59.78,Music,95.14,Saturday,Evening,63.41,0.0,Negative,41.02581
19127,Melody Mix,Episode 29,90.79,Music,64.45,Saturday,Morning,38.27,3.0,Negative,52.22978
19128,Health Hour,Episode 60,,Health,39.57,Wednesday,Night,,3.0,Positive,55.07957
19129,Daily Digest,Episode 97,76.68,News,49.07,Tuesday,Night,,0.0,Positive,36.26562
19130,Current Affairs,Episode 89,,News,78.09,Friday,Evening,52.99,2.0,Negative,54.57838
19131,Sports Weekly,Episode 37,103.95,Sports,85.21,Tuesday,Morning,45.59,0.0,Negative,65.76824
19132,Gadget Geek,Episode 99,8.3,Technology,42.48,Tuesday,Night,,1.0,Positive,0.0
19133,Style Guide,Episode 99,71.27,Lifestyle,21.36,Wednesday,Evening,8.76,1.0,Negative,54.95228
19134,Business Briefs,Episode 37,7.52,Business,74.44,Friday,Evening,59.51,0.0,Negative,3.38128
19135,Comedy Corner,Episode 52,55.76,Comedy,69.47,Thursday,Morning,89.47,1.0,Negative,49.93
19136,Global News,Episode 63,107.0,News,47.97,Sunday,Afternoon,82.28,0.0,Neutral,97.02591
19137,Daily Digest,Episode 54,19.03,News,65.28,Monday,Night,84.09,3.0,Negative,16.51317
19138,Business Briefs,Episode 99,63.13,Business,65.76,Saturday,Evening,52.78,3.0,Neutral,35.80392
19139,Criminal Minds,Episode 49,51.42,True Crime,80.43,Wednesday,Afternoon,,1.0,Positive,38.98576
19140,Tech Talks,Episode 5,103.03,Technology,35.37,Thursday,Morning,68.15,2.0,Neutral,89.48474
19141,Style Guide,Episode 93,116.7,Lifestyle,99.54,Monday,Morning,51.69,0.0,Neutral,112.2701
19142,Funny Folks,Episode 21,77.42,Comedy,52.91,Friday,Afternoon,11.77,1.0,Negative,45.3949
19143,Fitness First,Episode 1,75.33,Health,56.68,Thursday,Afternoon,22.15,0.0,Neutral,50.46112
19144,Mind & Body,Episode 21,70.26,Health,47.26,Thursday,Evening,51.42,2.0,Negative,43.38247
19145,Business Insights,Episode 63,,Business,81.59,Friday,Evening,56.78,1.0,Positive,20.42
19146,Athlete's Arena,Episode 66,79.19,Sports,67.57,Thursday,Night,,2.0,Negative,65.79221
19147,Life Lessons,Episode 25,,Lifestyle,77.29,Saturday,Afternoon,45.9,0.0,Positive,52.63756
19148,Criminal Minds,Episode 62,92.33,True Crime,68.29,Thursday,Night,,2.0,Positive,44.78551
19149,Sports Central,Episode 63,42.78,Sports,31.56,Monday,Afternoon,73.61,3.0,Negative,40.68
19150,Finance Focus,Episode 31,114.31,Business,98.18,Tuesday,Afternoon,99.77,3.0,Negative,80.25106
19151,Mind & Body,Episode 41,96.93,Health,53.56,Saturday,Afternoon,48.72,2.0,Neutral,71.37992
19152,Fitness First,Episode 5,11.12,Health,38.64,Tuesday,Night,5.39,0.0,Positive,3.52925
19153,Melody Mix,Episode 85,113.68,Music,58.48,Sunday,Night,69.2,0.0,Negative,61.79273
19154,Crime Chronicles,Episode 15,,True Crime,73.52,Saturday,Night,,1.0,Positive,50.78755
19155,Athlete's Arena,Episode 75,47.45,Sports,37.87,Sunday,Afternoon,52.92,2.0,Positive,30.35666
19156,Brain Boost,Episode 31,57.35,Education,57.12,Monday,Morning,99.18,2.0,Positive,42.956
19157,Business Insights,Episode 52,44.61,Business,84.5,Tuesday,Morning,9.51,0.0,Positive,34.69831
19158,True Crime Stories,Episode 46,69.53,True Crime,63.01,Thursday,Night,1.29,1.0,Negative,63.85553
19159,Tech Trends,Episode 49,30.61,Technology,53.46,Sunday,Morning,41.32,1.0,Negative,26.10362
19160,Sound Waves,Episode 30,103.95,Music,64.47,Wednesday,Morning,79.9,0.0,Positive,53.99938
19161,Global News,Episode 5,60.37,News,42.92,Monday,Night,44.65,2.0,Negative,42.52207
19162,Brain Boost,Episode 45,47.14,Education,26.28,Sunday,Evening,9.05,0.0,Neutral,35.6
19163,Study Sessions,Episode 58,16.29,Education,46.66,Friday,Night,92.6,1.0,Negative,4.61799
19164,Sound Waves,Episode 56,61.64,Music,89.7,Saturday,Morning,15.4,1.0,Negative,46.70386
19165,Market Masters,Episode 23,,Business,39.27,Wednesday,Morning,,0.0,Positive,2.5476
19166,Melody Mix,Episode 38,111.24,Music,81.0,Saturday,Morning,41.29,1.0,Negative,106.2739
19167,Wellness Wave,Episode 38,33.97,Health,82.06,Monday,Evening,,1.0,Neutral,27.20507
19168,Tech Talks,Episode 34,102.42,Technology,96.56,Monday,Night,19.32,0.0,Positive,93.55493
19169,Gadget Geek,Episode 99,56.89,Technology,55.07,Thursday,Night,96.02,1.0,Negative,44.88743
19170,Study Sessions,Episode 78,45.61,Education,42.63,Friday,Night,71.78,3.0,Negative,28.54
19171,Tech Talks,Episode 46,,Technology,25.41,Sunday,Afternoon,,2.0,Neutral,30.84746
19172,Melody Mix,Episode 34,96.14,Music,48.99,Tuesday,Evening,56.95,1.0,Neutral,71.38384
19173,News Roundup,Episode 92,16.2,News,31.02,Monday,Evening,73.17,3.0,Negative,0.98413
19174,World Watch,Episode 72,41.15,News,49.65,Friday,Afternoon,84.66,3.0,Neutral,23.37882
19175,Laugh Line,Episode 17,29.61,Comedy,58.82,Monday,Morning,83.8,1.0,Neutral,15.86237
19176,Melody Mix,Episode 97,82.47,Music,40.61,Wednesday,Night,52.89,3.0,Negative,68.54093
19177,Criminal Minds,Episode 15,96.09,True Crime,91.56,Monday,Evening,53.81,1.0,Neutral,92.61901
19178,Market Masters,Episode 28,99.47,Business,99.77,Tuesday,Night,22.23,1.0,Positive,83.47547
19179,Joke Junction,Episode 75,35.84,Comedy,58.61,Sunday,Evening,91.8,1.0,Neutral,23.97549
19180,Money Matters,Episode 23,91.11,Business,32.17,Tuesday,Afternoon,3.35,3.0,Positive,52.19056
19181,Health Hour,Episode 37,58.67,Health,97.41,Thursday,Evening,,3.0,Negative,46.70499
19182,Athlete's Arena,Episode 16,105.57,Sports,98.02,Wednesday,Afternoon,,1.0,Negative,63.29472
19183,Laugh Line,Episode 33,107.25,Comedy,91.24,Thursday,Evening,95.32,2.0,Neutral,81.74071
19184,Brain Boost,Episode 9,87.0,Education,56.25,Sunday,Afternoon,71.55,1.0,Negative,67.03957
19185,Home & Living,Episode 63,78.92,Lifestyle,85.72,Saturday,Evening,48.43,2.0,Positive,47.12291
19186,Brain Boost,Episode 2,45.97,Education,94.35,Wednesday,Night,34.95,2.0,Negative,16.15595
19187,Fashion Forward,Episode 43,,Lifestyle,79.45,Sunday,Night,92.39,0.0,Positive,43.6864
19188,Finance Focus,Episode 85,23.68,Business,57.7,Sunday,Afternoon,6.76,3.0,Positive,19.56734
19189,Game Day,Episode 72,,Sports,66.44,Friday,Afternoon,17.61,3.0,Positive,44.57068
19190,Educational Nuggets,Episode 36,92.34,Education,54.9,Monday,Evening,63.69,3.0,Negative,42.56716
19191,Life Lessons,Episode 14,67.56,Lifestyle,64.13,Friday,Night,13.25,2.0,Negative,30.73548
19192,Humor Hub,Episode 78,18.26,Comedy,72.34,Sunday,Morning,60.03,2.0,Neutral,16.31335
19193,Melody Mix,Episode 9,36.38,Music,60.86,Wednesday,Night,78.01,0.0,Neutral,36.37854
19194,Funny Folks,Episode 24,70.59,Comedy,24.17,Monday,Morning,47.87,1.0,Neutral,56.08279
19195,Funny Folks,Episode 4,59.78,Comedy,94.77,Saturday,Evening,63.72,0.0,Negative,41.02581
19196,Comedy Corner,Episode 2,34.25,Comedy,54.68,Saturday,Night,,3.0,Negative,18.2
19197,True Crime Stories,Episode 8,117.76,True Crime,77.4,Thursday,Evening,36.53,3.0,Negative,68.1696
19198,World Watch,Episode 86,84.38,News,40.74,Monday,Night,69.13,0.0,Negative,72.24411
19199,Music Matters,Episode 40,69.07,Music,67.2,Sunday,Afternoon,93.49,1.0,Negative,53.62223
19200,Gadget Geek,Episode 89,85.51,Technology,98.6,Thursday,Afternoon,5.05,1.0,Negative,44.6294
19201,Style Guide,Episode 80,34.95,Lifestyle,94.84,Wednesday,Evening,95.92,2.0,Neutral,21.50449
19202,Sound Waves,Episode 44,63.0,Music,57.94,Saturday,Afternoon,49.89,1.0,Negative,34.28702
19203,Game Day,Episode 93,96.38,Sports,26.97,Friday,Morning,22.73,2.0,Negative,85.24184
19204,True Crime Stories,Episode 73,39.2,True Crime,76.43,Saturday,Evening,27.17,0.0,Positive,16.87838
19205,Learning Lab,Episode 72,97.65,Education,26.32,Monday,Morning,48.05,2.0,Positive,64.47952
19206,Mystery Matters,Episode 60,33.97,True Crime,30.24,Saturday,Morning,78.31,3.0,Neutral,19.00978
19207,Game Day,Episode 36,,Sports,75.23,Monday,Morning,65.11,1.0,Neutral,79.67889
19208,Tech Trends,Episode 73,100.14,Technology,99.86,Friday,Morning,86.71,1.0,Negative,87.53108
19209,Tech Talks,Episode 69,78.46,Technology,79.69,Thursday,Night,72.06,0.0,Positive,46.93749
19210,Health Hour,Episode 38,19.56,Health,95.29,Tuesday,Morning,58.58,1.0,Negative,12.23139
19211,Market Masters,Episode 52,108.65,Business,69.35,Tuesday,Night,46.08,0.0,Positive,97.64841
19212,Digital Digest,Episode 92,66.99,Technology,78.99,Wednesday,Night,20.05,2.0,Negative,46.59182
19213,Current Affairs,Episode 66,43.38,News,27.68,Monday,Night,,3.0,Neutral,26.60556
19214,Funny Folks,Episode 50,82.19,Comedy,84.73,Friday,Evening,,1.0,Negative,75.46481
19215,Crime Chronicles,Episode 87,45.24,True Crime,91.46,Wednesday,Afternoon,25.84,2.0,Negative,43.706
19216,Finance Focus,Episode 34,75.04,Business,75.05,Friday,Night,,1.0,Negative,32.88065
19217,Gadget Geek,Episode 99,115.38,Technology,89.17,Monday,Afternoon,58.99,0.0,Negative,70.87336
19218,Game Day,Episode 10,33.59,Sports,52.77,Sunday,Morning,30.56,1.0,Positive,11.45
19219,Humor Hub,Episode 39,7.77,Comedy,44.53,Tuesday,Afternoon,42.71,1.0,Negative,0.0
19220,Melody Mix,Episode 87,95.49,Music,29.71,Thursday,Morning,17.85,2.0,Neutral,60.82418
19221,Tech Trends,Episode 48,117.71,Technology,39.74,Friday,Afternoon,7.74,3.0,Neutral,85.24184
19222,Criminal Minds,Episode 37,56.19,True Crime,87.05,Friday,Morning,78.81,1.0,Negative,50.45821
19223,Tech Talks,Episode 62,61.62,Technology,81.9,Sunday,Night,10.8,2.0,Neutral,43.43591
19224,Fitness First,Episode 87,90.81,Health,95.81,Saturday,Morning,28.4,2.0,Negative,68.88873
19225,Health Hour,Episode 86,30.87,Health,88.17,Thursday,Afternoon,71.68,2.0,Negative,26.3
19226,Innovators,Episode 14,94.73,Technology,43.07,Sunday,Afternoon,70.95,3.0,Neutral,61.58154
19227,Business Briefs,Episode 94,35.75,Business,44.68,Monday,Afternoon,2.44,1.0,Neutral,23.35708
19228,Global News,Episode 32,84.8,News,50.24,Tuesday,Evening,10.4,2.0,Neutral,67.10038
19229,Business Insights,Episode 52,49.02,Business,94.16,Friday,Evening,39.91,1.0,Neutral,43.92281
19230,Funny Folks,Episode 82,53.64,Comedy,71.69,Saturday,Evening,,2.0,Neutral,23.18422
19231,Joke Junction,Episode 34,70.59,Comedy,57.12,Wednesday,Evening,2.71,1.0,Neutral,45.88803
19232,Learning Lab,Episode 31,26.27,Education,53.3,Thursday,Night,49.37,2.0,Neutral,12.11159
19233,Fitness First,Episode 24,38.23,Health,79.12,Friday,Evening,16.32,3.0,Positive,35.41
19234,True Crime Stories,Episode 12,116.48,True Crime,26.3,Friday,Afternoon,4.99,1.0,Positive,104.39234
19235,Athlete's Arena,Episode 70,82.19,Sports,29.56,Saturday,Night,71.13,0.0,Negative,64.41841
19236,Digital Digest,Episode 19,,Technology,53.63,Thursday,Morning,63.63,1.0,Neutral,67.99911
